hr,alt_name,ra_ysb,dec_ysb,vmag,bv_color,parallax_ysb,ra_simbad,dec_simbad,parallax_simbad,iau_name,star_size,distance,x_coordinate,y_coordinate,z_coordinate,rgb_color,origin,note,source,constellation_common_name,constellation_alt_name,asterism
HR3588,,134.7179,-47.2347,5.18,0.25,0.013,2.3512749682675995,-0.8162087551044156,13.8681,,10,72.10793115134734,-34.75394370102602,35.097582588302394,-52.53452986951206,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3589,67    Cnc,135.4538,27.9028,6.07,0.5,,2.3641089237063606,0.4869922650374101,17.6457,,5,56.67103033600254,-35.69298843222196,35.13243363406867,26.5203386680704,"(0.38888888888888884, 1.0, 1.0)",,,,Cancer,Cnc,
HR359,,18.1892,-37.8564,5.92,0.28,,0.3174632085055557,-0.6308234678475291,14.559,,10,68.68603612885501,52.69520565172475,17.31440016713127,-40.511707039684914,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3590,,135.3808,5.6408,6.07,1.11,,2.3628403215363982,0.09845376316700598,3.7322,,5,267.9384813246878,-189.79247785877055,187.28643808508568,26.336955636700942,"(1.0, 0.6207861824697847, 0)",,,,,,
HR3591,,135.0225,-41.2539,4.45,0.65,0.03,2.3565878982702007,-0.7111587102156597,15.146,,15,66.02403274792023,-35.38354071193314,35.35571131732764,-43.09468208759872,"(1.0, 1.0, 0.8480296638327606)",,,,,,
HR3592,,136.0017,54.2839,5.75,0.02,,2.373676853011779,0.9474324874484932,9.5635,,10,104.56422857740368,-43.91075584273531,42.40165717593355,84.89772015809268,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3593,,135.0925,-43.1733,6.07,-0.16,,2.357812940520241,-0.7474548176341952,2.4054,,5,415.7312713062276,-215.9499044849428,215.252024971487,-282.6034225562575,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3594,12Kap UMa,135.9062,47.1567,3.6,0.0,0.016,2.3720135451216247,0.8230366202008822,9.1,Alkaphrah,20,109.89010989010988,-53.66779213525555,51.996149005265174,80.57297827193489,"(0, 2.220446049250313e-16, 1.0)",,,,Ursa Major,UMa,
HR3595,69Nu  Cnc,135.6846,24.4528,5.45,-0.04,0.003,2.368140375300056,0.4267833850295497,7.2947,,10,137.08582943781101,-89.28727878881128,87.17913105006005,56.74597420520823,"(0, 2.220446049250313e-16, 1.0)",,,,Cancer,Cnc,
HR3596,,135.4917,-0.4828,5.67,1.15,,2.3647747736815985,0.008424256299188514,5.8279,,10,171.588393761046,-122.36355278411702,120.28153802393749,1.4454875096186146,"(1.0, 0.5682712702282924, 0)",,,,,,
HR3597,,135.2975,-26.6639,6.2,1.13,,2.361388266875182,-0.44220157749132255,7.5091,,5,133.1717516080489,-85.54980867540442,84.66573918251788,-56.9882292288103,"(1.0, 0.5942684168786297, 0)",,,,,,
HR3598,,134.8504,-59.0836,5.16,0.42,0.054,2.353589708092424,-1.0282832125983332,38.0773,,10,26.262366291727616,-9.562650413490354,9.612597869943292,-22.491455321988514,"(0, 0.9056227262087054, 1.0)",,,,,,
HR3599,,135.6867,7.2981,5.85,1.11,,2.3681802914830525,0.12737880059042725,5.7957,,10,172.54171195886605,-122.45871934580303,119.55781830123743,21.918770607185948,"(1.0, 0.6207861824697847, 0)",,,,,,
HR36,,2.9962,48.1525,6.16,1.45,,0.05229334404283446,0.8404178815629061,5.2168,,5,191.6883913510198,127.71039880352065,6.684498062640566,142.79289513781134,"(1.0, 0.46286954940561026, 0)",,,,,,
HR360,85Phi Psc,18.4371,24.5836,4.65,1.04,0.007,0.3217911579541426,0.42906646570916823,8.1806,,15,122.24042246290004,105.45409447134138,35.156122456384814,50.854713616039184,"(1.0, 0.7179419159107875, 0)",,,,Pisces,Psc,
HR3600,,135.3367,-41.8644,5.55,-0.14,,2.362075167052725,-0.7005008187632009,6.605,,10,151.40045420136258,-82.32651034143014,81.36388890173508,-97.5928317560639,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3601,70    Cnc,136.0412,27.8983,6.38,0.0,,2.3743653471587343,0.486917307540776,5.7467,,5,174.01291175805247,-110.70320467924803,106.75143262642588,81.42128446828829,"(0, 2.220446049250313e-16, 1.0)",,,,Cancer,Cnc,
HR3602,,135.5267,-39.4025,6.27,1.0,,2.365385730919941,-0.6736596975298498,7.918,,5,126.29451881788331,-70.43330484662044,69.15032200209045,-78.78888258397195,"(1.0, 0.7767113611579258, 0)",,,,,,
HR3603,,136.3504,48.5303,5.95,0.45,,2.3797633334765464,0.8470137936887496,10.0241,,10,99.75957941361318,-47.801617484521174,45.59984534181013,74.75047261019499,"(0.09410940968289172, 1.0, 1.0)",,,,,,
HR3604,,135.1904,-60.9639,5.79,1.21,,2.359520919408592,-1.0303755688062555,2.3389,,10,427.5514130574201,-156.061547769314,155.02673081380505,-366.6220354103485,"(1.0, 0.9864986210042934, 0)",,,,,,
HR3605,,135.4358,-52.1883,5.23,-0.12,0.008,2.3637983399645703,-0.9042780360531123,8.85,,10,112.99435028248587,-49.772037888395026,49.020817380152465,-88.8111868155078,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3606,,136.23,32.3769,6.46,0.24,,2.3776533562938043,0.5650823993520746,12.7755,,5,78.27482290321319,-47.73664645884859,45.73063662571863,41.91502545864391,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3607,,135.7867,-25.5044,6.74,-0.03,,2.369926081061448,-0.42753220440585654,3.2743,,5,305.40878966496655,-199.19864751449214,193.80178712584075,-126.63054505073882,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3608,,136.6796,59.3444,6.45,0.04,,2.385511557705432,1.0357573547102172,3.5137,,5,284.6002789082733,-105.57223799617677,99.55673453815203,244.82703675706546,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3609,11Sig1UMa,137.0983,66.8733,5.14,1.51,0.011,2.3928100196318387,1.1671581136273894,6.4079,,10,156.05736668799452,-44.89907502730791,41.725839670525055,143.5163024296299,"(1.0, 0.34815887639376053, 0)",,,,Ursa Major,UMa,
HR361,86Zet Psc,18.4329,7.5753,5.24,0.32,0.026,0.32171406864237245,0.13221497293217419,24.4595,Revati,10,40.88391013716552,38.447839714102955,12.814387925398627,5.389730189895533,"(0, 0.20365093126897071, 1.0)",,,,Pisces,Psc,
HR3610,,135.2854,-68.6839,5.88,1.63,,2.3611769694359483,-1.1748872474126952,4.2938,,10,232.8939400996786,-63.824347796679696,63.19148879033804,-214.87874652450327,"(1.0, 0.13487563292552524, 0)",,,,,,
HR3611,,135.7717,-53.5497,6.4,-0.09,,2.3696722081607984,-0.9154186910675366,3.4598,,5,289.03404821087923,-126.22732698350534,122.8698620275662,-229.15134726441153,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3612,,136.6325,38.4522,4.56,1.04,0.021,2.384684651711437,0.6711177378620047,4.6253,,15,216.2021922902298,-123.08480822564051,116.2638798515335,134.44786415940928,"(1.0, 0.7179419159107875, 0)",,,,,,
HR3613,18Ome Hya,136.4933,5.0922,4.97,1.22,0.011,2.382255876360048,0.088877855808337,5.3609,,15,186.53584286220598,-134.75908934194965,127.91196725181766,16.557087479745956,"(1.0, 0.9623191563126635, 0)",,,,Hydra,Hya,
HR3614,,136.0388,-47.0978,3.75,1.2,0.02,2.374322617968302,-0.8185989495403456,10.8265,,20,92.365953909389,-45.42607827269551,43.80824974667665,-67.44462994551249,"(1.0, 0.5054543807156494, 0)",,,,,,
HR3615,Alp Vol,135.6117,-66.3961,4.0,0.14,0.051,2.366869799756455,-1.145004501074466,25.9718,,15,38.50329973278709,-11.364865198595119,11.124772236412381,-35.06541561166148,"(0, 2.220446049250313e-16, 1.0)",,,,Volans,Vol,
HR3616,13Sig2UMa,137.5967,67.1347,4.8,0.49,0.056,2.401540032750852,1.1717096512842566,49.07,,15,20.37905033625433,-5.847525459543537,5.339878562374371,18.77758865101354,"(0.33175919842597956, 1.0, 1.0)",,,,Ursa Major,UMa,
HR3617,,136.8621,22.9811,6.4,0.5,0.004,2.388694462846436,0.40109190943432027,16.2339,,5,61.599492420182465,-41.38235390477418,38.776282787022225,24.04990945814604,"(0.38888888888888884, 1.0, 1.0)",,,,,,
HR3618,,136.7496,1.4628,6.17,1.65,,2.3867333423606882,0.02552880876637735,2.8116,,5,355.66936975387677,-258.973757034314,243.62033702196982,9.078829106984994,"(1.0, 0.10125348760276723, 0)",,,,,,
HR3619,15    UMa,137.2179,51.6047,4.48,0.27,,2.3949013094816385,0.9006710125775963,34.9307,,15,28.628112233651198,-13.04979993361725,12.076745290439735,22.437106652706678,"(0, 2.220446049250313e-16, 1.0)",,,,Ursa Major,UMa,
HR362,86Zet Psc,18.4387,7.5783,6.3,0.49,0.026,0.3218136028680774,0.1322653185613726,24.6896,,5,40.50288380532694,38.08799802059878,12.698667607452327,5.341520787764414,"(0.33175919842597956, 1.0, 1.0)",,,,Pisces,Psc,
HR3620,,137.0171,32.5406,6.5,0.36,,2.3914033014514597,0.5679371681141028,9.5927,,5,104.24593701460485,-64.2899222099528,59.915006369434764,56.07328506554409,"(0, 0.49916529225660833, 1.0)",,,,,,
HR3621,72Tau Cnc,137.0004,29.6542,5.43,0.89,,2.391104721342325,0.5175639878680603,12.0346,,10,83.0937463646486,-52.81174956047611,49.24739318928428,41.11184813814794,"(1.0, 0.9521094861222423, 0)",,,,Cancer,Cnc,
HR3622,,136.2,-57.8525,6.44,0.25,,2.3771361257188506,-0.9799574049446327,3.1276,,5,319.73398132753545,-128.55267924252385,123.27815854989039,-265.53064437023767,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3623,76Kap Cnc,136.9367,10.6681,5.24,-0.11,,2.3899963948343403,0.18619521325814467,5.3209,,10,187.9381307673514,-134.93430681647237,126.10724313878966,34.79133610855374,"(0, 2.220446049250313e-16, 1.0)",,,,Cancer,Cnc,
HR3624,14Tau UMa,137.7296,63.5136,4.67,0.35,,2.403830487492579,1.1085226826937218,27.6487,,15,36.16806576801079,-11.936094482914918,10.849841916598294,32.37189460440814,"(0, 0.42724693971409955, 1.0)",,,,Ursa Major,UMa,
HR3625,,137.2129,33.8822,5.93,0.6,,2.3948150182046177,0.59135626949981,52.7709,,10,18.9498378841369,-11.545334794047896,10.686309806973354,10.564297564807719,"(0.9155706872616828, 1.0, 1.0)",,,,,,
HR3626,75    Cnc,137.1971,26.6292,5.98,0.66,0.04,2.3945430866883637,0.4647657493408986,32.0163,,10,31.234090135337308,-20.48553655782868,18.971666037063844,13.999538074463677,"(1.0, 1.0, 0.8026611778874404)",,,,Cancer,Cnc,
HR3627,77Xi  Cnc,137.3396,22.0456,5.14,0.97,,2.397030914871335,0.38476548454701404,8.004,Nahn,10,124.93753123438283,-85.15971748262287,78.47379302958089,46.894275095929814,"(1.0, 0.8224630841659064, 0)",,,,Cancer,Cnc,
HR3628,Kap Pyx,137.0121,-25.8583,4.58,1.59,0.013,2.3913105047373704,-0.4213480002284948,6.239,,15,160.2820964898221,-106.99129617253071,99.72911391719647,-65.55392311513714,"(1.0, 0.20371609972168073, 0)",,,,Pyxis,Pyx,
HR3629,,136.6417,-55.8033,6.11,-0.15,,2.384848857353632,-0.9459264098151434,2.9171,,5,342.80621164855506,-145.80684524896088,137.68144375944792,-278.0292838312063,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR363,,18.5208,28.5297,6.43,1.7,,0.3232426237763505,0.49793491359718484,3.3467,,5,298.8018047629008,248.92279709792197,83.38714922650607,142.71139743688965,"(1.0, 0.019426039646627372, 0)",,,,,,
HR3630,19    Hya,137.1758,-8.5894,5.6,-0.06,,2.3941685681932072,-0.12933704227739798,4.8717,,10,205.26715520249607,-149.2941462681824,138.36529062089141,-26.474690675745926,"(0, 2.220446049250313e-16, 1.0)",,,,Hydra,Hya,
HR3631,,136.8112,-51.2119,6.73,1.62,,2.387805692381617,-0.886421116027814,1.8154,,5,550.8427894678858,-253.90022894824403,238.33489977832787,-426.8008059932001,"(1.0, 0.15188381672690468, 0)",,,,,,
HR3632,,136.5317,-64.4997,6.37,1.35,,2.3829300222868204,-1.1082867085950203,5.9765,,5,167.32201121057474,-54.18377708656243,51.361300747297676,-149.7424139037803,"(1.0, 0.6675300894267325, 0)",,,,,,
HR3633,,138.5133,71.6558,6.55,0.96,,2.4175131832845262,1.2506302126497617,5.7283,,5,174.5718625072011,-41.157573648099074,36.396113729164036,165.70067053590395,"(1.0, 0.838047151109119, 0)",,,,,,
HR3634,Lam Vel,136.9992,-43.4325,2.21,1.66,0.022,2.3910834670417405,-0.742941442547508,5.99,Suhail,25,166.94490818030047,-89.91986371147493,83.85458966473357,-112.9310775189801,"(1.0, 0.08463640279679395, 0)",,,,Vela,Vel,
HR3635,,137.4433,11.5644,6.48,0.34,,2.39884045027815,0.2018364458497246,24.565,,5,40.70832485243232,-29.377442010221667,26.972870923802652,8.160750416175187,"(0, 0.3540462821816883, 1.0)",,,,,,
HR3636,,137.2979,-12.3578,5.77,0.94,,2.3963017515379264,-0.20319636942092253,8.1302,,10,122.99820422621829,-88.53059127786985,81.69946663179456,-24.82115635794484,"(1.0, 0.8697328184492443, 0)",,,,,,
HR3637,,137.1812,-26.7678,6.15,0.17,,2.3942667676883147,-0.4403884816737452,9.0513,,5,110.48136731740192,-73.3068279333402,67.92712995773036,-47.097202872144585,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3638,,137.2679,-18.3286,5.73,0.0,,2.395770606603716,-0.3084249586967411,9.8097,,10,101.93991661314821,-71.34468434933892,65.90984533496595,-30.944707174404993,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3639,,137.6613,30.9631,5.95,1.67,,2.402649120138535,0.5404086773249528,6.649,,10,150.39855617386073,-95.3295493114533,86.85991185160873,77.37802298061052,"(1.0, 0.0681466030497421, 0)",,,,,,
HR364,87    Psc,18.5317,16.1336,5.98,-0.08,,0.3234406472015735,0.2815822801345472,7.6775,,10,130.2507326603712,118.63322199131358,39.76731218031653,36.19354749781302,"(0, 2.220446049250313e-16, 1.0)",,,,Pisces,Psc,
HR3640,79    Cnc,137.5871,21.9964,6.01,0.9,,2.401344579938996,0.38390989162679195,8.176,,5,122.3091976516634,-83.72777732011726,76.48905357121436,45.81073912311855,"(1.0, 0.9352598957969087, 0)",,,,Cancer,Cnc,
HR3641,20    Hya,137.3979,-8.7878,5.46,1.01,,2.3980511026678313,-0.12587928098880663,5.861,,10,170.61934823408976,-124.59509033201546,114.57825391181831,-21.420765334165466,"(1.0, 0.7617850537660638, 0)",,,,Hydra,Hya,
HR3642,,136.4096,-70.5389,4.71,-0.15,,2.3808018401696343,-1.2123319070628908,2.4706,,15,404.7599773334412,-102.85268227542795,97.91141254246854,-379.0320834621474,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3643,,136.2867,-72.6028,4.48,0.61,0.024,2.3786520120438954,-1.246117847336927,8.14,,15,122.85012285012283,-28.326582917971326,27.082033472116493,-116.43161446744922,"(0.9641715057811481, 1.0, 1.0)",,,,,,
HR3644,Eps Pyx,137.485,-30.3653,5.59,0.19,,2.3995666214384617,-0.5172213402095968,15.2089,,10,65.7509747582008,-42.12569791862129,38.6213295646951,-32.51167727414001,"(0, 2.220446049250313e-16, 1.0)",,,,Pyxis,Pyx,
HR3645,,138.9692,72.9461,5.96,0.18,0.023,2.4254679886226045,1.2731535393242044,11.1964,,10,89.31442249294416,-19.75884155516427,17.19482880680293,85.38730648024203,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3646,,137.5958,-23.1767,6.53,0.0,,2.4015002714427296,-0.3983417879698934,6.5885,,5,151.77961599757154,-103.30015766986195,94.33979370514524,-58.87387010739634,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3647,,137.4379,-49.4247,6.48,0.17,,2.3987366515215833,-0.8478044233205475,6.0631,,5,164.93213042832875,-80.37432789875179,73.81099118208493,-123.67098545402375,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3648,16    UMa,138.5858,61.4233,5.13,0.58,0.047,2.4187748730711793,1.0720391184864713,49.4145,,10,20.23697497698044,-7.259497864005572,6.403353464095161,17.771660344359827,"(0.8162838444694361, 1.0, 1.0)",,,,Ursa Major,UMa,
HR3649,,137.9817,5.4683,6.35,0.32,,2.4082368305531943,0.09544554547689417,19.6883,,5,50.79158688154894,-37.56296280462614,33.84344750407074,4.840473563962076,"(0, 0.20365093126897071, 1.0)",,,,,,
HR365,,19.0504,71.7439,7.83,0.78,,0.33247808975476834,1.2521662322319702,1.3148,,5,760.5719501064801,225.21322213727373,77.76523664013308,722.2889060712654,"(1.0, 1.0, 0.3021358126529844)",,,,,,
HR3650,81Pi 1Cnc,138.0733,14.9961,6.51,0.73,0.064,2.4098304510710014,0.26173042889066767,49.1493,,5,20.346169731817138,-14.621983296250175,13.131945526586673,5.264620967064296,"(1.0, 1.0, 0.501366204170639)",,,,Cancer,Cnc,
HR3651,,138.0538,3.8672,6.14,-0.01,,2.409491085486991,0.06749150049502432,8.7211,,5,114.66443453234112,-85.08994868857866,76.4711310015283,7.733000849844158,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3652,36    Lyn,138.4508,43.2178,5.32,-0.14,,2.416423852135873,0.754293457927771,5.2687,,10,189.80014045210393,-103.51538748475846,91.7409800867582,129.9701905909187,"(0, 2.220446049250313e-16, 1.0)",,,,Lynx,Lyn,
HR3653,,137.9946,-19.7478,5.73,0.98,,2.4084624304884747,-0.3185639476381056,9.687,,10,103.23113451016827,-72.84979246722742,65.60637631507448,-32.33230979288652,"(1.0, 0.8070476406656815, 0)",,,,,,
HR3654,,137.7683,-44.8681,5.0,0.23,,2.4045108830037547,-0.7527971168538107,0.5935,,10,1684.9199663016004,-910.4512904893152,826.4644233578395,-1151.9506488612788,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3655,21    Hya,138.1083,-7.1097,6.11,0.22,,2.4104488120790073,-0.12025658206320004,11.7179,,5,85.33952329342289,-63.06888612654831,56.57150167937239,-10.237921490513362,"(0, 2.220446049250313e-16, 1.0)",,,,Hydra,Hya,
HR3656,,137.9208,-39.2589,6.0,-0.11,,2.4071676665093396,-0.6761607354816466,3.2186,,5,310.6940905983968,-179.8653507635732,162.40368489733987,-194.43332188497712,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3657,,138.4054,21.2833,6.48,0.02,,2.415627477605711,0.3714620264913302,6.8327,,5,146.35502802698787,-101.98798332085809,90.53242883572213,53.1236747225724,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3658,,137.8883,-46.5839,5.79,-0.21,,2.4066186644868988,-0.7926602954358996,2.9625,,10,337.55274261603375,-175.7781009867122,158.88849719513937,-240.41289216716675,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3659,,137.7417,-58.9669,3.44,-0.19,,2.4040518828595876,-0.9954154881324566,7.3,,20,136.986301369863,-55.1701360855924,50.12703720824782,-114.92946962383097,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR366,37    Cet,18.6,-7.9231,5.13,0.46,0.056,0.3246342003683075,-0.10606669859237791,41.5747,,10,24.05308998020431,22.668623027866797,7.628909185361125,-2.5464509140733096,"(0.15493715932889807, 1.0, 1.0)",,,,Cetus,Cet,
HR3660,17    UMa,138.9579,56.7414,5.27,1.56,,2.425264560275193,0.9903243763339368,4.4911,,10,222.66259936318494,-92.09978116570291,80.18135219766008,186.19133767217699,"(1.0, 0.25679501686099515, 0)",,,,Ursa Major,UMa,
HR3662,18    UMa,139.0471,54.0219,4.83,0.19,0.042,2.426831384131556,0.9428592784375193,27.9081,,15,35.831891099716564,-15.898306749498104,13.797211867003584,28.996641305120594,"(0, 2.220446049250313e-16, 1.0)",,,,Ursa Major,UMa,
HR3663,,137.8192,-62.3172,3.97,-0.18,,2.4054070222679322,-1.0765717843013074,6.01,,20,166.38935108153078,-58.487418472351685,52.99657542228478,-146.47867089540034,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3664,,138.8096,34.6336,5.97,0.86,,2.4226803292969548,0.6044688926150684,8.8431,,10,113.08251631215299,-70.01826837829907,61.27616303443608,64.26763907729956,"(1.0, 1.0, 0.007671083847796967)",,,,,,
HR3665,22The Hya,138.5912,2.3142,3.88,-0.06,0.027,2.4188707232471294,0.040392503537055945,27.0704,,20,36.94071753649743,-27.683240396987024,24.41371699819299,1.4917223488495297,"(0, 2.220446049250313e-16, 1.0)",,,,Hydra,Hya,
HR3666,,139.9825,74.0164,6.5,0.5,,2.4431481720437707,1.2918333813999303,7.7766,,5,128.59090090785176,-27.11747194955576,22.76871828095329,123.61977179723554,"(0.38888888888888884, 1.0, 1.0)",,,,,,
HR3667,,138.3579,-38.6164,6.31,0.0,,2.4147954990558924,-0.6524656073052332,4.8573,,5,205.8756922570152,-122.24932800927535,108.69995368329793,-124.99689009265279,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3668,,138.3275,-42.2736,6.29,1.25,,2.4142750302963534,-0.7282684740962911,6.3843,,5,156.63424337828735,-87.32007225478444,77.72346134850639,-104.2523608179451,"(1.0, 0.891131430270592, 0)",,,,,,
HR3669,82Pi 2Cnc,138.8075,14.9414,5.34,1.32,,2.4226516912286025,0.26077852524475054,5.6869,,10,175.84272626562802,-127.84841094988627,111.89240989347765,45.33802825826871,"(1.0, 0.7325017486893659, 0)",,,,Cancer,Cnc,
HR367,88    Psc,18.6767,6.9953,6.03,1.08,,0.3259687419593545,0.12208819282234921,7.1266,,5,140.31936687901666,131.9408148936047,44.59953614470681,17.08881102407665,"(1.0, 0.6615751098584507, 0)",,,,Pisces,Psc,
HR3670,,138.3938,-47.3386,5.92,-0.05,,2.4154232087291985,-0.8143984457083051,5.8491,,10,170.96647347455163,-87.73436757338065,77.91186489249888,-124.34611818547654,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3671,NGC 2808,138.01167,-64.86333,,0.5,,2.4087798061138903,-1.1019398031853997,0.112,,5,8928.57142857143,-2998.8429234928353,2698.9463949830215,-7965.049731943119,"(0.38888888888888884, 1.0, 1.0)",,,,,,
HR3672,,138.5342,-44.1458,5.85,-0.12,,2.417878067967267,-0.7653998291664186,5.4233,,10,184.38957830103442,-99.63697462270207,88.04535198681332,-127.74977834652583,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3673,,138.2317,-59.4144,5.54,0.85,,2.412599962893385,-1.0225198346437205,6.1699,,10,162.07718115366538,-63.00711255005972,56.271974934562735,-138.32057423169596,"(1.0, 1.0, 0.04296397686739617)",,,,,,
HR3674,,138.6021,-43.2275,5.25,-0.14,0.011,2.419061674992013,-0.7465211386556626,5.3395,,10,187.28345350688264,-103.12585537757121,90.9111960368814,-127.18216991879268,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3675,,138.8537,-15.0247,6.35,0.02,,2.4234585743600108,-0.2613646014242767,8.7865,,5,113.81095999544755,-82.79296788680526,72.34217822249977,-29.40864385863236,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3676,,139.38,46.8172,5.97,0.04,,2.432638367482468,0.8171147840852788,9.4482,,10,105.84026587074786,-54.977069635889656,47.15449350763503,77.17601593681512,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3677,,138.7383,-37.6025,5.86,0.83,,2.4214386161813533,-0.6352574473646764,5.1875,,10,192.77108433734938,-116.63824987990114,102.33145663060436,-114.38742328337477,"(1.0, 1.0, 0.11480817247255332)",,,,,,
HR3678,Zet Oct,134.1712,-85.6631,5.42,0.31,,2.3417210362437753,-1.4719556762952042,20.9964,,10,47.62721228401059,-3.274845248686104,3.3710408928458633,-47.394755214497394,"(0, 0.12637902938661705, 1.0)",,,,Octans,Oct,
HR3679,,138.575,-55.5697,5.27,0.99,0.015,2.4185893199279924,-0.9499891723498052,5.4714,,10,182.768578425997,-79.71732558740695,70.3422167116969,-148.66564434709127,"(1.0, 0.7917979887087574, 0)",,,,,,
HR368,38    Cet,18.705,-0.9739,5.7,0.42,0.028,0.3264618367637205,0.016995919148942794,23.5394,,10,42.48196640526096,40.232382209027264,13.621733687827193,0.7219853062086866,"(0, 0.9056227262087054, 1.0)",,,,Cetus,Cet,
HR3680,,138.8108,-45.5556,6.25,-0.08,0.006,2.422708590390755,-0.7757028717739984,2.3934,,5,417.81565973092665,-224.4760361619086,196.43796024076113,-292.5620660336472,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3681,23    Hya,139.1738,-6.3531,5.24,1.17,0.008,2.429042996791282,-0.09855622229209145,9.3779,,10,106.63368131458003,-80.29787143345378,69.37509076666223,-10.492407496533794,"(1.0, 0.5427790002751999, 0)",,,,Hydra,Hya,
HR3682,,138.9029,-38.57,4.94,1.11,0.027,2.4243138282873757,-0.653277734539655,14.1358,,15,70.74237043534855,-42.334248569328906,36.92667985329519,-42.996682289388254,"(1.0, 0.6207861824697847, 0)",,,,,,
HR3683,24    Hya,139.1721,-8.7447,5.47,-0.09,,2.42901593533958,-0.1266278548168354,4.1533,,10,240.77239785231023,-180.72889902844204,156.15320095933384,-30.407079005920103,"(0, 2.220446049250313e-16, 1.0)",,,,Hydra,Hya,
HR3684,,138.9379,-37.4133,4.62,0.45,0.064,2.4249226302790134,-0.6385611026560192,20.2065,,15,49.48902580852696,-29.961909062178208,26.102619827817097,-29.497473094339128,"(0.09410940968289172, 1.0, 1.0)",,,,,,
HR3685,Bet Car,138.3,-69.7172,1.68,0.0,0.021,2.413788716353102,-1.1917595501266491,28.82,Miaplacidus,50,34.698126301179734,-9.586224038971798,8.541042253108095,-32.23530478711008,"(0, 2.220446049250313e-16, 1.0)",,,,Carina,Car,
HR3686,,139.6083,35.3642,5.75,0.5,0.005,2.43661846218167,0.6172195587621832,11.5,,10,86.95652173913044,-54.00877260143744,45.952141234215944,50.32782402453692,"(0.38888888888888884, 1.0, 1.0)",,,,,,
HR3687,,139.2812,-14.5736,5.84,1.06,,2.4309325190944957,-0.2343266808986247,8.6941,,10,115.02053116481292,-84.79518619706535,72.98127935827617,-26.706400926930815,"(1.0, 0.6894678503212986, 0)",,,,,,
HR3688,,139.0175,-44.8986,6.04,0.28,,2.426300720380431,-0.7522592215634086,0.5431,,5,1841.2815319462345,-1014.8947086959834,881.7124662510347,-1258.129380073721,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3689,,139.4642,11.5011,6.41,0.07,,2.4341056647435306,0.20073285066771712,4.4734,,5,223.54361335896635,-166.48127631552677,142.36953944825788,44.571806640826196,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR369,,19.1021,48.0822,6.61,-0.05,,0.3333937053201002,0.8391936140003367,2.938,,5,340.3675970047651,214.86645642949352,74.41280065063275,253.26911002244222,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3690,38    Lyn,139.7112,36.8025,3.82,0.06,0.042,2.438417211534873,0.6423264709812855,24.7087,,20,40.471574789446635,-24.718876706628894,20.954963381158628,24.244896576280812,"(0, 2.220446049250313e-16, 1.0)",,,,Lynx,Lyn,
HR3691,,138.8229,-58.3886,6.02,-0.1,,2.4229270704447345,-1.0055124955784145,5.5387,,5,180.54778197049848,-72.7932270136875,63.67294495977774,-152.46115490691236,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR3692,,139.0963,-44.2658,5.12,1.67,0.017,2.4276828332978746,-0.7633069708255592,1.4588,,10,685.4949273375377,-374.35673942211554,324.32395306407915,-473.8927099287637,"(1.0, 0.0681466030497421, 0)",,,,,,
HR3693,,138.8958,-57.5781,6.32,1.04,,2.4241687402220653,-0.9847541932821967,2.6796,,5,373.1900283624421,-155.52235791272275,135.69643429026965,-310.9181100858131,"(1.0, 0.7179419159107875, 0)",,,,,,
